"","id","trial","x","y","z","zmax","scenario","horizon","round","env","delta_x","chosen","overall","Horizon","tau","lambda","kError","beta","Model"
"1",1,1,3,2,28.21,28.21,"Avg. Reward Condition",20,"1",6,NA,26,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"2",1,2,10,9,38.46,38.46,"Avg. Reward Condition",20,"1",6,10,110,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"3",1,3,7,1,23.08,38.46,"Avg. Reward Condition",20,"1",6,8,19,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"4",1,4,0,6,39.74,39.74,"Avg. Reward Condition",20,"1",6,5,67,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"5",1,5,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,1,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"6",1,6,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,2,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"7",1,7,4,10,62.82,83.33,"Avg. Reward Condition",20,"1",6,2,115,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"8",1,8,2,10,69.23,83.33,"Avg. Reward Condition",20,"1",6,1,113,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"9",1,9,3,9,41.03,83.33,"Avg. Reward Condition",20,"1",6,7,103,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"10",1,10,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,11,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"11",1,11,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,2,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"12",1,12,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,0,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"13",1,13,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,0,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"14",1,14,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,0,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"15",1,15,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,0,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"16",1,16,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,0,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"17",1,17,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,0,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"18",1,18,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,0,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"19",1,19,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,0,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"20",1,20,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,0,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"21",1,21,3,10,83.33,83.33,"Avg. Reward Condition",20,"1",6,0,114,1,"Short",0.00674021568049332,1.04408216985436,NA,0.150354958657884,"GP"
"22",1,1,7,0,68.92,68.92,"Avg. Reward Condition",40,"2",10,NA,8,2,"Long",0.0334422656805772,0.9429670339622,NA,0.041756126452087,"GP"
"23",1,2,3,7,31.08,68.92,"Avg. Reward Condition",40,"2",10,15,81,2,"Long",0.0334422656805772,0.9429670339622,NA,0.041756126452087,"GP"
"24",1,3,6,0,100,100,"Avg. Reward Condition",40,"2",10,10,7,2,"Long",0.0334422656805772,0.9429670339622,NA,0.041756126452087,"GP"
"25",1,4,6,0,100,100,"Avg. Reward Condition",40,"2",10,20,7,2,"Long",0.0334422656805772,0.9429670339622,NA,0.041756126452087,"GP"
"26",1,5,6,0,100,100,"Avg. Reward Condition",40,"2",10,15,7,2,"Long",0.0334422656805772,0.9429670339622,NA,0.041756126452087,"GP"
"27",1,6,5,0,68.24,100,"Avg. Reward Condition",40,"2",10,1,6,2,"Long",0.0334422656805772,0.9429670339622,NA,0.041756126452087,"GP"
