"","id","trial","x","y","z","zmax","scenario","horizon","round","env","delta_x","chosen","overall","Horizon","tau","lambda","kError","beta","Model"
"1",1,1,5,8,25.64,25.64,"Avg. Reward Condition",20,"1",6,NA,94,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"2",1,2,4,8,71.79,71.79,"Avg. Reward Condition",20,"1",6,10,93,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"3",1,3,4,4,25.64,71.79,"Avg. Reward Condition",20,"1",6,8,49,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"4",1,4,9,5,23.08,71.79,"Avg. Reward Condition",20,"1",6,5,65,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"5",1,5,6,1,24.36,71.79,"Avg. Reward Condition",20,"1",6,1,18,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"6",1,6,6,0,50,71.79,"Avg. Reward Condition",20,"1",6,2,7,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"7",1,7,3,6,37.18,71.79,"Avg. Reward Condition",20,"1",6,2,70,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"8",1,8,1,4,30.77,71.79,"Avg. Reward Condition",20,"1",6,1,46,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"9",1,9,2,5,52.56,71.79,"Avg. Reward Condition",20,"1",6,7,58,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"10",1,10,0,7,38.46,71.79,"Avg. Reward Condition",20,"1",6,11,78,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"11",1,11,9,1,35.9,71.79,"Avg. Reward Condition",20,"1",6,2,21,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"12",1,12,8,1,38.46,71.79,"Avg. Reward Condition",20,"1",6,0,20,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"13",1,13,7,1,23.08,71.79,"Avg. Reward Condition",20,"1",6,0,19,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"14",1,14,6,6,47.44,71.79,"Avg. Reward Condition",20,"1",6,0,73,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"15",1,15,8,8,70.51,71.79,"Avg. Reward Condition",20,"1",6,0,97,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"16",1,16,1,7,20.51,71.79,"Avg. Reward Condition",20,"1",6,0,79,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"17",1,17,2,10,69.23,71.79,"Avg. Reward Condition",20,"1",6,0,113,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"18",1,18,10,5,73.08,73.08,"Avg. Reward Condition",20,"1",6,0,66,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"19",1,19,10,6,75.64,75.64,"Avg. Reward Condition",20,"1",6,0,77,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"20",1,20,10,7,53.85,75.64,"Avg. Reward Condition",20,"1",6,0,88,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"21",1,21,10,6,75.64,75.64,"Avg. Reward Condition",20,"1",6,0,77,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"22",1,1,0,8,37.16,37.16,"Avg. Reward Condition",40,"2",10,NA,89,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"23",1,2,2,4,48.65,48.65,"Avg. Reward Condition",40,"2",10,15,47,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"24",1,3,8,3,43.92,48.65,"Avg. Reward Condition",40,"2",10,10,42,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"25",1,4,8,4,61.49,61.49,"Avg. Reward Condition",40,"2",10,20,53,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"26",1,5,9,4,45.95,61.49,"Avg. Reward Condition",40,"2",10,15,54,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"27",1,6,5,5,41.22,61.49,"Avg. Reward Condition",40,"2",10,1,61,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"28",1,7,1,4,39.86,61.49,"Avg. Reward Condition",40,"2",10,2,46,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"29",1,8,4,9,35.14,61.49,"Avg. Reward Condition",40,"2",10,9,104,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"30",1,9,5,5,41.22,61.49,"Avg. Reward Condition",40,"2",10,15,61,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"31",1,10,8,5,66.89,66.89,"Avg. Reward Condition",40,"2",10,1,64,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"32",1,11,1,1,64.86,66.89,"Avg. Reward Condition",40,"2",10,2,13,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"33",1,12,7,10,41.89,66.89,"Avg. Reward Condition",40,"2",10,1,118,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"34",1,13,8,7,44.59,66.89,"Avg. Reward Condition",40,"2",10,2,86,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"35",1,14,7,9,56.08,66.89,"Avg. Reward Condition",40,"2",10,1,107,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"36",1,15,8,5,66.89,66.89,"Avg. Reward Condition",40,"2",10,0,64,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"37",1,16,2,9,32.43,66.89,"Avg. Reward Condition",40,"2",10,0,102,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"38",1,17,2,8,16.89,66.89,"Avg. Reward Condition",40,"2",10,0,91,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"39",1,18,2,7,33.78,66.89,"Avg. Reward Condition",40,"2",10,0,80,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"40",1,19,7,8,44.59,66.89,"Avg. Reward Condition",40,"2",10,0,96,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"41",1,20,1,0,86.49,86.49,"Avg. Reward Condition",40,"2",10,0,2,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"42",1,21,0,0,79.73,86.49,"Avg. Reward Condition",40,"2",10,0,1,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"43",1,22,0,10,42.57,86.49,"Avg. Reward Condition",40,"2",10,0,111,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"44",1,23,6,10,34.46,86.49,"Avg. Reward Condition",40,"2",10,0,117,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"45",1,24,10,4,43.92,86.49,"Avg. Reward Condition",40,"2",10,0,55,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"46",1,25,5,1,66.89,86.49,"Avg. Reward Condition",40,"2",10,0,17,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"47",1,26,5,7,31.76,86.49,"Avg. Reward Condition",40,"2",10,0,83,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"48",1,27,6,6,35.81,86.49,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"49",1,28,9,6,51.35,86.49,"Avg. Reward Condition",40,"2",10,0,76,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"50",1,29,1,4,39.86,86.49,"Avg. Reward Condition",40,"2",10,0,46,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"51",1,30,7,1,35.81,86.49,"Avg. Reward Condition",40,"2",10,0,19,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"52",1,31,7,7,45.95,86.49,"Avg. Reward Condition",40,"2",10,0,85,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"53",1,32,8,9,20.95,86.49,"Avg. Reward Condition",40,"2",10,0,108,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"54",1,33,8,7,44.59,86.49,"Avg. Reward Condition",40,"2",10,0,86,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"55",1,34,0,4,28.38,86.49,"Avg. Reward Condition",40,"2",10,0,45,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"56",1,35,9,4,45.95,86.49,"Avg. Reward Condition",40,"2",10,0,54,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"57",1,36,0,3,77.03,86.49,"Avg. Reward Condition",40,"2",10,0,34,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"58",1,37,8,10,21.62,86.49,"Avg. Reward Condition",40,"2",10,0,119,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
