"","id","trial","x","y","z","zmax","scenario","horizon","round","env","delta_x","chosen","overall","Horizon","tau","lambda","kError","beta","Model"
"1",1,1,1,2,53.85,53.85,"Avg. Reward Condition",20,"1",6,NA,24,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"2",1,2,3,9,41.03,53.85,"Avg. Reward Condition",20,"1",6,10,103,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"3",1,3,0,9,24.36,53.85,"Avg. Reward Condition",20,"1",6,8,100,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"4",1,4,6,4,52.56,53.85,"Avg. Reward Condition",20,"1",6,5,51,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"5",1,5,3,3,61.54,61.54,"Avg. Reward Condition",20,"1",6,1,37,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"6",1,6,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,2,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"7",1,7,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,2,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"8",1,8,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,1,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"9",1,9,10,3,26.92,69.23,"Avg. Reward Condition",20,"1",6,7,44,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"10",1,10,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,11,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"11",1,11,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,2,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"12",1,12,8,3,38.46,69.23,"Avg. Reward Condition",20,"1",6,0,42,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"13",1,13,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,0,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"14",1,14,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,0,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"15",1,15,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,0,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"16",1,16,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,0,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"17",1,17,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,0,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"18",1,18,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,0,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"19",1,19,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,0,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"20",1,20,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,0,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"21",1,21,9,3,69.23,69.23,"Avg. Reward Condition",20,"1",6,0,43,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"22",1,1,10,4,43.92,43.92,"Avg. Reward Condition",40,"2",10,NA,55,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"23",1,2,10,5,55.41,55.41,"Avg. Reward Condition",40,"2",10,15,66,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"24",1,3,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,10,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"25",1,4,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,20,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"26",1,5,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,15,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"27",1,6,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,1,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"28",1,7,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,2,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"29",1,8,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,9,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"30",1,9,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,15,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"31",1,10,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,1,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"32",1,11,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,2,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"33",1,12,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,1,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"34",1,13,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,2,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"35",1,14,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,1,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"36",1,15,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"37",1,16,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"38",1,17,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"39",1,18,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"40",1,19,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"41",1,20,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"42",1,21,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"43",1,22,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"44",1,23,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"45",1,24,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"46",1,25,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"47",1,26,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"48",1,27,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"49",1,28,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"50",1,29,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"51",1,30,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"52",1,31,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"53",1,32,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"54",1,33,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"55",1,34,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"56",1,35,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"57",1,36,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"58",1,37,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"59",1,38,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"60",1,39,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"61",1,40,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"62",1,41,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,0,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"63",1,1,6,7,51.28,51.28,"Avg. Reward Condition",20,"3",11,NA,84,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"64",1,2,4,4,23.08,51.28,"Avg. Reward Condition",20,"3",11,1,49,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"65",1,3,2,5,61.54,61.54,"Avg. Reward Condition",20,"3",11,2,58,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"66",1,4,8,6,58.97,61.54,"Avg. Reward Condition",20,"3",11,1,75,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"67",1,5,10,7,46.15,61.54,"Avg. Reward Condition",20,"3",11,2,88,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"68",1,6,7,0,33.33,61.54,"Avg. Reward Condition",20,"3",11,1,8,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"69",1,7,6,6,61.54,61.54,"Avg. Reward Condition",20,"3",11,0,73,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"70",1,8,6,7,51.28,61.54,"Avg. Reward Condition",20,"3",11,0,84,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"71",1,9,8,6,58.97,61.54,"Avg. Reward Condition",20,"3",11,0,75,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"72",1,10,10,5,58.97,61.54,"Avg. Reward Condition",20,"3",11,0,66,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"73",1,11,3,0,43.59,61.54,"Avg. Reward Condition",20,"3",11,0,4,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"74",1,12,10,7,46.15,61.54,"Avg. Reward Condition",20,"3",11,0,88,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"75",1,13,0,6,87.18,87.18,"Avg. Reward Condition",20,"3",11,0,67,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"76",1,14,0,6,87.18,87.18,"Avg. Reward Condition",20,"3",11,0,67,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"77",1,15,0,6,87.18,87.18,"Avg. Reward Condition",20,"3",11,0,67,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"78",1,16,0,6,87.18,87.18,"Avg. Reward Condition",20,"3",11,0,67,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"79",1,17,0,6,87.18,87.18,"Avg. Reward Condition",20,"3",11,0,67,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"80",1,18,0,6,87.18,87.18,"Avg. Reward Condition",20,"3",11,0,67,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"81",1,19,0,6,87.18,87.18,"Avg. Reward Condition",20,"3",11,0,67,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"82",1,20,0,6,87.18,87.18,"Avg. Reward Condition",20,"3",11,0,67,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"83",1,21,0,6,87.18,87.18,"Avg. Reward Condition",20,"3",11,0,67,3,"Short",0.00904207845955155,NA,7.79046233521118,0.00673829004493299,"localBMT"
"84",1,1,7,0,92,92,"Avg. Reward Condition",40,"4",5,NA,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"85",1,2,7,0,92,92,"Avg. Reward Condition",40,"4",5,11,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"86",1,3,7,0,92,92,"Avg. Reward Condition",40,"4",5,20,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"87",1,4,7,0,92,92,"Avg. Reward Condition",40,"4",5,5,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"88",1,5,7,0,92,92,"Avg. Reward Condition",40,"4",5,5,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"89",1,6,7,0,92,92,"Avg. Reward Condition",40,"4",5,15,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"90",1,7,7,0,92,92,"Avg. Reward Condition",40,"4",5,1,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"91",1,8,7,0,92,92,"Avg. Reward Condition",40,"4",5,2,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"92",1,9,7,0,92,92,"Avg. Reward Condition",40,"4",5,10,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"93",1,10,7,0,92,92,"Avg. Reward Condition",40,"4",5,2,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"94",1,11,7,0,92,92,"Avg. Reward Condition",40,"4",5,2,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"95",1,12,7,0,92,92,"Avg. Reward Condition",40,"4",5,5,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"96",1,13,7,0,92,92,"Avg. Reward Condition",40,"4",5,2,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"97",1,14,7,0,92,92,"Avg. Reward Condition",40,"4",5,7,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"98",1,15,7,0,92,92,"Avg. Reward Condition",40,"4",5,6,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"99",1,16,7,0,92,92,"Avg. Reward Condition",40,"4",5,1,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"100",1,17,7,0,92,92,"Avg. Reward Condition",40,"4",5,1,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"101",1,18,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"102",1,19,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"103",1,20,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"104",1,21,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"105",1,22,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"106",1,23,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"107",1,24,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"108",1,25,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"109",1,26,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"110",1,27,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"111",1,28,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"112",1,29,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"113",1,30,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"114",1,31,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"115",1,32,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"116",1,33,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"117",1,34,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"118",1,35,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"119",1,36,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"120",1,37,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"121",1,38,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"122",1,39,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"123",1,40,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"124",1,41,7,0,92,92,"Avg. Reward Condition",40,"4",5,0,8,4,"Long",0.0067379472330945,NA,8.95595822608695,0.00776450289574085,"localBMT"
"125",1,1,10,1,0,0,"Avg. Reward Condition",20,"5",0,NA,22,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"126",1,2,6,0,30.17,30.17,"Avg. Reward Condition",20,"5",0,11,7,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"127",1,3,8,7,16.38,30.17,"Avg. Reward Condition",20,"5",0,20,86,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"128",1,4,7,7,75.57,75.57,"Avg. Reward Condition",20,"5",0,5,85,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"129",1,5,7,5,25.29,75.57,"Avg. Reward Condition",20,"5",0,5,63,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"130",1,6,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,14,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"131",1,7,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,6,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"132",1,8,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,5,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"133",1,9,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,10,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"134",1,10,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,6,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"135",1,11,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"136",1,12,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"137",1,13,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"138",1,14,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"139",1,15,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"140",1,16,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"141",1,17,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"142",1,18,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"143",1,19,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"144",1,20,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"145",1,21,2,3,83.05,83.05,"Avg. Reward Condition",20,"5",0,0,36,5,"Short",0.00675220031313098,NA,10.964503487958,0.00898413840113151,"localBMT"
"146",1,1,2,10,48.54,48.54,"Avg. Reward Condition",40,"6",12,NA,113,6,"Long",0.00675036584798755,NA,11.3218172156696,0.00720905737401242,"localBMT"
"147",1,2,3,10,53.4,53.4,"Avg. Reward Condition",40,"6",12,9,114,6,"Long",0.00675036584798755,NA,11.3218172156696,0.00720905737401242,"localBMT"
"148",1,3,10,1,50.49,53.4,"Avg. Reward Condition",40,"6",12,12,22,6,"Long",0.00675036584798755,NA,11.3218172156696,0.00720905737401242,"localBMT"
"149",1,4,4,4,55.83,55.83,"Avg. Reward Condition",40,"6",12,6,49,6,"Long",0.00675036584798755,NA,11.3218172156696,0.00720905737401242,"localBMT"
"150",1,5,6,4,63.59,63.59,"Avg. Reward Condition",40,"6",12,9,51,6,"Long",0.00675036584798755,NA,11.3218172156696,0.00720905737401242,"localBMT"
"151",1,6,0,7,60.19,63.59,"Avg. Reward Condition",40,"6",12,5,78,6,"Long",0.00675036584798755,NA,11.3218172156696,0.00720905737401242,"localBMT"
