"","id","trial","x","y","z","zmax","scenario","horizon","round","env","delta_x","chosen","overall","Horizon","tau","lambda","kError","beta","Model"
"1",1,1,0,3,37.18,37.18,"Avg. Reward Condition",20,"1",6,NA,34,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"2",1,2,9,6,52.56,52.56,"Avg. Reward Condition",20,"1",6,10,76,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"3",1,3,2,1,56.41,56.41,"Avg. Reward Condition",20,"1",6,8,14,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"4",1,4,6,6,47.44,56.41,"Avg. Reward Condition",20,"1",6,5,73,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"5",1,5,9,1,35.9,56.41,"Avg. Reward Condition",20,"1",6,1,21,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"6",1,6,7,1,23.08,56.41,"Avg. Reward Condition",20,"1",6,2,19,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"7",1,7,4,2,34.62,56.41,"Avg. Reward Condition",20,"1",6,2,27,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"8",1,8,1,3,60.26,60.26,"Avg. Reward Condition",20,"1",6,1,35,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"9",1,9,10,7,53.85,60.26,"Avg. Reward Condition",20,"1",6,7,88,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"10",1,10,10,6,75.64,75.64,"Avg. Reward Condition",20,"1",6,11,77,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"11",1,11,4,6,50,75.64,"Avg. Reward Condition",20,"1",6,2,71,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"12",1,12,6,9,39.74,75.64,"Avg. Reward Condition",20,"1",6,0,106,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"13",1,13,5,9,42.31,75.64,"Avg. Reward Condition",20,"1",6,0,105,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"14",1,14,5,10,23.08,75.64,"Avg. Reward Condition",20,"1",6,0,116,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"15",1,15,10,1,25.64,75.64,"Avg. Reward Condition",20,"1",6,0,22,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"16",1,16,3,9,41.03,75.64,"Avg. Reward Condition",20,"1",6,0,103,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"17",1,17,4,10,62.82,75.64,"Avg. Reward Condition",20,"1",6,0,115,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"18",1,18,9,2,16.67,75.64,"Avg. Reward Condition",20,"1",6,0,32,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"19",1,19,2,8,46.15,75.64,"Avg. Reward Condition",20,"1",6,0,91,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"20",1,20,9,6,52.56,75.64,"Avg. Reward Condition",20,"1",6,0,76,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"21",1,21,8,8,70.51,75.64,"Avg. Reward Condition",20,"1",6,0,97,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863,"localBMT"
"22",1,1,0,3,77.03,77.03,"Avg. Reward Condition",40,"2",10,NA,34,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"23",1,2,7,1,35.81,77.03,"Avg. Reward Condition",40,"2",10,15,19,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"24",1,3,0,9,43.24,77.03,"Avg. Reward Condition",40,"2",10,10,100,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"25",1,4,0,10,42.57,77.03,"Avg. Reward Condition",40,"2",10,20,111,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"26",1,5,3,0,88.51,88.51,"Avg. Reward Condition",40,"2",10,15,4,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"27",1,6,1,1,64.86,88.51,"Avg. Reward Condition",40,"2",10,1,13,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"28",1,7,7,2,64.19,88.51,"Avg. Reward Condition",40,"2",10,2,30,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"29",1,8,10,0,58.11,88.51,"Avg. Reward Condition",40,"2",10,9,11,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"30",1,9,4,2,52.7,88.51,"Avg. Reward Condition",40,"2",10,15,27,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"31",1,10,4,3,38.51,88.51,"Avg. Reward Condition",40,"2",10,1,38,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"32",1,11,1,10,37.16,88.51,"Avg. Reward Condition",40,"2",10,2,112,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"33",1,12,2,9,32.43,88.51,"Avg. Reward Condition",40,"2",10,1,102,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"34",1,13,4,6,61.49,88.51,"Avg. Reward Condition",40,"2",10,2,71,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"35",1,14,0,9,43.24,88.51,"Avg. Reward Condition",40,"2",10,1,100,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"36",1,15,0,8,37.16,88.51,"Avg. Reward Condition",40,"2",10,0,89,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
"37",1,16,3,4,35.14,88.51,"Avg. Reward Condition",40,"2",10,0,48,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267,"localBMT"
