"","id","trial","x","y","z","zmax","scenario","horizon","round","env","delta_x","chosen","overall","Horizon","tau","lambda","kError","beta"
"1",1,1,1,0,11.54,-0.04,"Avg. Reward Condition",20,"1",6,NA,2,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"2",1,2,9,9,28.21,-0.04,"Avg. Reward Condition",20,"1",6,10,109,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"3",1,3,3,5,26.92,-0.04,"Avg. Reward Condition",20,"1",6,8,59,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"4",1,4,3,5,26.92,0.35,"Avg. Reward Condition",20,"1",6,5,59,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"5",1,5,0,10,41.03,0.35,"Avg. Reward Condition",20,"1",6,1,111,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"6",1,6,0,10,41.03,0.35,"Avg. Reward Condition",20,"1",6,2,111,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"7",1,7,0,10,41.03,0.35,"Avg. Reward Condition",20,"1",6,2,111,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"8",1,8,5,9,42.31,0.35,"Avg. Reward Condition",20,"1",6,1,105,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"9",1,9,1,1,24.36,0.35,"Avg. Reward Condition",20,"1",6,7,13,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"10",1,10,7,2,37.18,0.35,"Avg. Reward Condition",20,"1",6,11,30,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"11",1,11,8,2,56.41,0.36,"Avg. Reward Condition",20,"1",6,2,31,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"12",1,12,9,0,32.05,0.36,"Avg. Reward Condition",20,"1",6,0,10,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"13",1,13,9,1,35.9,0.36,"Avg. Reward Condition",20,"1",6,0,21,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"14",1,14,0,0,46.15,0.36,"Avg. Reward Condition",20,"1",6,0,1,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"15",1,15,4,10,62.82,0.36,"Avg. Reward Condition",20,"1",6,0,115,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"16",1,16,5,3,64.1,0.36,"Avg. Reward Condition",20,"1",6,0,39,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"17",1,17,0,6,39.74,0.36,"Avg. Reward Condition",20,"1",6,0,67,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"18",1,18,0,4,39.74,0.36,"Avg. Reward Condition",20,"1",6,0,45,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"19",1,19,1,4,30.77,0.36,"Avg. Reward Condition",20,"1",6,0,46,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"20",1,20,2,4,83.33,0.36,"Avg. Reward Condition",20,"1",6,0,47,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"21",1,21,7,1,23.08,0.36,"Avg. Reward Condition",20,"1",6,0,19,1,"Short",0.0113454812027285,NA,6.49809202540451,0.0118250526781863
"22",1,1,2,2,50,0.14,"Avg. Reward Condition",40,"2",10,NA,25,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"23",1,2,3,2,47.97,0.14,"Avg. Reward Condition",40,"2",10,15,26,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"24",1,3,3,2,47.97,0.14,"Avg. Reward Condition",40,"2",10,10,26,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"25",1,4,3,3,33.78,0.14,"Avg. Reward Condition",40,"2",10,20,37,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"26",1,5,5,1,66.89,0.19,"Avg. Reward Condition",40,"2",10,15,17,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"27",1,6,4,7,22.97,0.19,"Avg. Reward Condition",40,"2",10,1,82,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"28",1,7,8,0,70.95,0.19,"Avg. Reward Condition",40,"2",10,2,9,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"29",1,8,8,0,70.95,0.19,"Avg. Reward Condition",40,"2",10,9,9,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"30",1,9,7,0,68.92,0.29,"Avg. Reward Condition",40,"2",10,15,8,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"31",1,10,4,0,57.43,0.29,"Avg. Reward Condition",40,"2",10,1,5,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"32",1,11,6,5,60.81,0.38,"Avg. Reward Condition",40,"2",10,2,62,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
"33",1,12,8,10,21.62,0.38,"Avg. Reward Condition",40,"2",10,1,119,2,"Long",0.00673797953987141,NA,9.55523931086317,0.0071533860105267
