"","id","trial","x","y","z","zmax","kernel","scenario","horizon","round","env","delta_x","chosen","overall","Horizon","tau","lambda","kError","beta","Model"
"1",1,1,1,3,44.7929276438267,44.7929276438267,"Rough","Avg. Reward Condition",20,"1",5,NA,35,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"2",1,2,4,2,28.5435224430932,44.7929276438267,"Rough","Avg. Reward Condition",20,"1",5,2,27,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"3",1,3,6,10,49.8503873237507,49.8503873237507,"Rough","Avg. Reward Condition",20,"1",5,2,117,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"4",1,4,7,9,57.3102242672527,57.3102242672527,"Rough","Avg. Reward Condition",20,"1",5,3,107,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"5",1,5,2,2,61.7436417215084,61.7436417215084,"Rough","Avg. Reward Condition",20,"1",5,4,25,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"6",1,6,7,8,38.3612104416698,61.7436417215084,"Rough","Avg. Reward Condition",20,"1",5,7,96,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"7",1,7,2,6,69.3656436525534,69.3656436525534,"Rough","Avg. Reward Condition",20,"1",5,1,69,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"8",1,8,4,0,48.9349746000449,69.3656436525534,"Rough","Avg. Reward Condition",20,"1",5,1,5,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"9",1,9,2,10,8.81939176369258,69.3656436525534,"Rough","Avg. Reward Condition",20,"1",5,1,113,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"10",1,10,9,2,40.6256617216609,69.3656436525534,"Rough","Avg. Reward Condition",20,"1",5,2,32,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"11",1,11,5,0,55.5275348715588,69.3656436525534,"Rough","Avg. Reward Condition",20,"1",5,2,6,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"12",1,12,1,0,96.5592273768924,96.5592273768924,"Rough","Avg. Reward Condition",20,"1",5,2,2,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"13",1,13,0,0,76.5662850402658,96.5592273768924,"Rough","Avg. Reward Condition",20,"1",5,4,1,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"14",1,14,2,0,77.0544773481124,96.5592273768924,"Rough","Avg. Reward Condition",20,"1",5,6,3,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"15",1,15,1,1,76.3592435056854,96.5592273768924,"Rough","Avg. Reward Condition",20,"1",5,6,13,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"16",1,16,9,10,60.0774941518744,96.5592273768924,"Rough","Avg. Reward Condition",20,"1",5,8,120,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"17",1,17,2,1,65.1261244784447,96.5592273768924,"Rough","Avg. Reward Condition",20,"1",5,6,14,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"18",1,18,0,1,66.1941053311197,96.5592273768924,"Rough","Avg. Reward Condition",20,"1",5,3,12,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"19",1,19,0,2,58.4045209406956,96.5592273768924,"Rough","Avg. Reward Condition",20,"1",5,8,23,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"20",1,20,0,3,37.5224299882295,96.5592273768924,"Rough","Avg. Reward Condition",20,"1",5,11,34,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"21",1,21,0,10,59.6346497477861,96.5592273768924,"Rough","Avg. Reward Condition",20,"1",5,1,111,1,"Short",0.00673806544947616,0.434070363300547,NA,0.520956030570047,"GP"
"22",1,1,6,7,56.6570427677056,56.6570427677056,"Rough","Avg. Reward Condition",40,"2",1,NA,84,2,"Long",0.143578835270299,0.950924551179764,NA,0.155119989648609,"GP"
"23",1,2,1,5,36.553012201289,56.6570427677056,"Rough","Avg. Reward Condition",40,"2",1,2,57,2,"Long",0.143578835270299,0.950924551179764,NA,0.155119989648609,"GP"
"24",1,3,0,5,38.1968021459426,56.6570427677056,"Rough","Avg. Reward Condition",40,"2",1,2,56,2,"Long",0.143578835270299,0.950924551179764,NA,0.155119989648609,"GP"
"25",1,4,3,0,22.5301208321615,56.6570427677056,"Rough","Avg. Reward Condition",40,"2",1,1,4,2,"Long",0.143578835270299,0.950924551179764,NA,0.155119989648609,"GP"
"26",1,5,0,8,74.6091743351065,74.6091743351065,"Rough","Avg. Reward Condition",40,"2",1,1,89,2,"Long",0.143578835270299,0.950924551179764,NA,0.155119989648609,"GP"
"27",1,6,7,3,90.8008789663477,90.8008789663477,"Rough","Avg. Reward Condition",40,"2",1,1,41,2,"Long",0.143578835270299,0.950924551179764,NA,0.155119989648609,"GP"
"28",1,7,2,10,52.565154764264,90.8008789663477,"Rough","Avg. Reward Condition",40,"2",1,1,113,2,"Long",0.143578835270299,0.950924551179764,NA,0.155119989648609,"GP"
"29",1,8,1,9,100,100,"Rough","Avg. Reward Condition",40,"2",1,1,101,2,"Long",0.143578835270299,0.950924551179764,NA,0.155119989648609,"GP"
"30",1,9,1,8,67.4295625369789,100,"Rough","Avg. Reward Condition",40,"2",1,1,90,2,"Long",0.143578835270299,0.950924551179764,NA,0.155119989648609,"GP"
