"","id","trial","x","y","z","zmax","kernel","scenario","horizon","round","env","delta_x","chosen","overall","Horizon","tau","lambda","kError","beta","Model"
"1",1,1,4,10,87.6706682543469,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,NA,115,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"2",1,2,2,10,8.81939176369258,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,2,113,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"3",1,3,3,9,8.68730122883821,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,2,103,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"4",1,4,5,2,42.3575427746737,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,3,28,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"5",1,5,3,4,13.4107101100565,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,4,48,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"6",1,6,6,2,51.6560216281502,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,7,29,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"7",1,7,5,0,55.5275348715588,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,1,6,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"8",1,8,2,4,23.662499097667,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,1,47,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"9",1,9,7,4,41.506316602299,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,1,52,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"10",1,10,1,9,34.121650392825,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,2,101,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"11",1,11,1,10,42.4236930737599,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,2,112,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"12",1,12,2,6,69.3656436525534,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,2,69,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"13",1,13,4,9,37.7107355403065,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,4,104,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"14",1,14,3,8,22.3060524165521,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,6,92,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"15",1,15,4,8,26.7884131149628,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,6,93,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"16",1,16,4,7,25.8399951345323,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,8,82,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"17",1,17,6,7,60.8864429943102,87.6706682543469,"Rough","Avg. Reward Condition",20,"1",5,6,84,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"18",1,18,6,1,87.877786509451,87.877786509451,"Rough","Avg. Reward Condition",20,"1",5,3,18,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"19",1,19,10,5,64.2061057653187,87.877786509451,"Rough","Avg. Reward Condition",20,"1",5,8,66,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"20",1,20,10,2,22.4366254461022,87.877786509451,"Rough","Avg. Reward Condition",20,"1",5,11,33,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"21",1,21,4,4,22.6938996654939,87.877786509451,"Rough","Avg. Reward Condition",20,"1",5,1,49,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307,"localBMT"
"22",1,1,9,3,60.9343747722388,60.9343747722388,"Rough","Avg. Reward Condition",40,"2",1,NA,43,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343,"localBMT"
"23",1,2,9,4,46.9020472211933,60.9343747722388,"Rough","Avg. Reward Condition",40,"2",1,2,54,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343,"localBMT"
